"","X","BL.Average","BW.Average","BD.Average","Tarsus.Average","Kipp.s.Average","WC.Average","Tail","Strategy","BillPC1","BillPC2","BodyPC1","BodyPC2"
"Tyrannus_albogularis",1,15.14,8.61,6.37,17.58,28.52,105.09,91.02,"migratory",0.794767975146846,-0.0266912315900055,35.7051291517924,6.16971701883966
"Tyrannus_caudifasciatus_bahamensis",2,20.19,9.45,7.52,22.3,25.34,107.99,84.94,"sedentary",-4.16533162415861,1.72411150742664,42.3048408999256,4.64086918830796
"Tyrannus_caudifasciatus_caudifasciatus",3,19.23,8.82,7.21,22.46,23.35,103.44,85.16,"sedentary",-3.16596039931589,1.80603520121102,42.04673479155,9.62949565038913
"Tyrannus_caudifasciatus_caymanensis",4,21.63,9.42,7.41,22.6,21.81,103.13,87.96,"sedentary",-5.32410980684297,2.58033618964425,39.3074637002342,10.6092817216268
"Tyrannus_caudifasciatus_flavescens",5,19.95,8.47,7.18,22.61,23.51,104.74,83.9,"sedentary",-3.44722221852203,2.3805405078774,43.3322726861579,8.28907596506916
"Tyrannus_caudifasciatus_gabbii",6,18.28,8.89,6.7,20.97,22.48,103.07,80.71,"sedentary",-2.01182957704155,1.41341328388605,46.5716855745523,9.78820855275524
"Tyrannus_caudifasciatus_jamaicensis",7,20.22,9.11,7.07,21.79,22.98,100.65,83.59,"sedentary",-3.83967008280901,2.13328505229091,43.4745101155794,12.3576645012994
"Tyrannus_caudifasciatus_taylori",8,20.38,10.02,7.91,23.65,24.4,112.59,92.19,"sedentary",-4.6881945806006,1.21882695396787,35.2220594386778,0.373196172393763
"Tyrannus_couchii",9,16.47,10.17,7.63,19.46,31.19,116.08,93.86,"partial",-1.71443556351676,-0.866503894242013,33.5716936626262,-4.74256349541155
"Tyrannus_crassirostris_crassirostris",10,19.93,12.5,10.36,20.36,36.46,127.05,95.37,"migratory",-6.34141595467554,-1.87359747964999,31.6484889060396,-17.7308777975829
"Tyrannus_crassirostris_pompalis",11,20.28,12.32,10.56,20.79,37.64,129.41,95.11,"migratory",-6.58508493258429,-1.68908918475997,32.2734275348954,-19.7587085432701
"Tyrannus_cubensis",12,26.13,14.18,11.72,23.02,33.78,129.21,96.09,"sedentary",-12.6045411982167,-0.195500414560232,31.4527997745493,-19.2653934751428
"Tyrannus_dominicensis_dominicensis",13,20.42,10.96,8.55,18.73,33.1,112.65,86.28,"migratory",-5.38920815290587,0.323790044194384,40.7199342397306,-1.85600286969022
"Tyrannus_dominicensis_vorax",14,22.82,12.63,9.33,19.34,31.29,114.3,89.4,"sedentary",-8.29973819289513,0.191937782031017,38.0015319028462,-3.55711480572065
"Tyrannus_forficatus",15,13.49,7.64,6.23,19.07,42.47,118.29,181.93,"migratory",2.60239755879707,-0.234429650953194,-53.5624032950188,-11.6787666679134
"Tyrannus_melancholicus_despotes",16,17.48,9.64,7.45,17.76,30.78,108.03,90.65,"sedentary",-2.00722713554691,-0.0103004783781191,36.0609071054346,0.0219142921387343
"Tyrannus_melancholicus_melancholicus",17,17.37,9.7,7.45,18.18,30.38,112.32,91.79,"partial",-1.94721764980936,-0.00587604692184537,35.1951950409533,-1.22731511810995
"Tyrannus_melancholicus_satrapa",18,17.59,9.93,7.31,19.19,28.4,110.88,90.67,"partial",-2.14814713356131,0.0268363681501287,36.7133661131905,0.775838478259383
"Tyrannus_niveigularis",19,14.67,8.6,6.14,18.22,24.91,101.58,77.12,"partial",1.24348205958566,-0.185086204726139,49.9338321151847,10.9990408836251
"Tyrannus_savana_circumdatus",20,12.15,6.37,5.19,17.62,33.77,104,221.53,"sedentary",4.62510287169994,0.387570362611778,-94.5650095335572,3.82766454875322
"Tyrannus_savana_monachus_CA",21,11.23,6.49,5.23,17.43,32.18,100.98,232.56,"sedentary",5.3365262056561,-0.216759787864453,-104.774444106462,7.0908856702766
"Tyrannus_savana_monachus_SA",22,11.55,6.35,5.34,17.35,32.93,100.6,215.54,"sedentary",5.05038042248183,-0.00563692447350274,-102.436092468506,7.17376124417899
"Tyrannus_savana_sanctaemartae",23,11.98,6.15,5.31,17.56,34.73,102.06,234.44,"sedentary",4.81729547417454,0.375417162562161,-125.233485915518,3.09229476781898
"Tyrannus_savana_savana",24,11.11,6.5,5.28,17.72,35.21,104.97,202.94,"migratory",5.4038666710917,-0.354793886992717,-73.6372699796459,2.11392709664698
"Tyrannus_tyrannus",25,13.47,8.05,6.31,18.83,37.25,114.44,78.73,"migratory",2.3534597095547,-0.513134470072736,48.0743836886778,-5.51241409592848
"Tyrannus_verticalis",26,13.25,7.72,6.53,19.49,38.91,122.51,87.52,"migratory",2.68302413998551,-0.583700943645494,39.5560346407467,-13.4133865428143
"Tyrannus_vociferans_vociferans",27,15.01,8.63,6.96,19.79,37.27,126.74,89.56,"partial",0.651824560558787,-0.381602160604931,37.8955290990474,-18.1320904427354
"Tyrannus_vociferans_xenopterus",28,14.74,8.36,6.62,19.8,35.99,125.09,90.63,"sedentary",1.12137286727736,-0.195297300794589,36.2281592592142,-15.8001271477576
