"","Row.names","Mass","BL.Average","BW.Average","BD.Average","Tarsus.Average","Kipp.s.Distance","WC.Average","Tail","Kipp.s.Index","Strategy"
"1","Tyrannus_albogularis",0.092217087679285,0.0486749636292128,0.0553128641878148,0.0587583487026653,0.0426950159515542,0.0801957946462701,0.0462490488483562,0.0636243161576235,0.0649474890752126,"migratory"
"2","Tyrannus_caudifasciatus_bahamensis",NA,0.0425590513292932,0.0448618223176953,0.0481868982430403,0.0183203506856955,0.0720263886472556,0.0351592702874268,0.034326819834118,0.0507980588857131,"sedentary"
"3","Tyrannus_caudifasciatus_caudifasciatus",NA,0.0462402651310848,0.0468974086708282,0.0451935343551999,0.0301844626870458,0.095939280681864,0.0264547210051864,0.0331228426074929,0.0765780645352881,"sedentary"
"4","Tyrannus_caudifasciatus_caymanensis",0.128473405519004,0.043220380214996,0.0266337300027328,0.0388830040832811,0.0275443647110672,0.0843123946998267,0.026871961063946,0.0429071164990306,0.067167528126888,"sedentary"
"5","Tyrannus_caudifasciatus_flavescens",NA,0.0336441874845576,0.0256301587749927,0.0335322876121646,0.0208014598083893,0.0496132363935739,0.030923805256754,0.0286794310054098,0.0375920689450955,"sedentary"
"6","Tyrannus_caudifasciatus_gabbii",NA,0.0359114687986844,0.0467096570471588,0.053718079974944,0.0330309841045664,0.0720430857097201,0.0316511871905048,0.0319854220608299,0.0723362327318233,"sedentary"
"7","Tyrannus_caudifasciatus_jamaicensis",NA,0.0237082138695319,0.0344485629872264,0.048603506204291,0.0146403631473962,0.034281565038147,0.0260763397640504,0.032557111605064,0.0217090219110054,"sedentary"
"8","Tyrannus_caudifasciatus_taylori",0.0141674517839194,0.0427264748226551,0.0517145813917466,0.0433460194750342,0.0317639633225697,0.0660889566036973,0.0273849771878197,0.0251471792349699,0.0561408328897965,"sedentary"
"9","Tyrannus_couchii",0.156616609965593,0.0556160920281151,0.0469807252337321,0.050920785798689,0.0374692309859588,0.0805829667220387,0.0462818496009255,0.0559015136593737,0.055461953148349,"partial"
"10","Tyrannus_crassirostris_crassirostris",0.0312550287952761,0.0542853156534346,0.0454658359317546,0.0334859058521281,0.0371086512930222,0.100659395152839,0.0428814986510691,0.0438329359138076,0.0707364697897635,"migratory"
"11","Tyrannus_crassirostris_pompalis",NA,0.0406614078680578,0.0592992782151301,0.0460742097311125,0.0373398672654854,0.0855560667350061,0.026568106150085,0.0363353407934959,0.0692353027363089,"migratory"
"12","Tyrannus_cubensis",NA,0.0283964507058699,0.0343142384239366,0.0412258082607426,0.0335582660811003,0.0750496850663839,0.0283635822414697,0.0555895479582944,0.0622054459775045,"sedentary"
"13","Tyrannus_dominicensis_dominicensis",0.0684235027404589,0.0487979443193599,0.0470655315668975,0.0593991122622683,0.0334224142126432,0.0775401292974388,0.0337960414182834,0.042866695024976,0.0545607347217288,"migratory"
"14","Tyrannus_dominicensis_vorax",0.0610613298477263,0.0466691185328311,0.0496373525336758,0.0576519532226894,0.03422475571289,0.0738700088844127,0.0335444071012512,0.0351329677026181,0.0519492710688218,"sedentary"
"15","Tyrannus_forficatus",0.125651173534888,0.0455515721491902,0.0456389028599979,0.0449772324686947,0.0375755131760232,0.109698661474211,0.0419804372320836,0.204533247335552,0.0747745473799253,"migratory"
"16","Tyrannus_melancholicus_despotes",NA,0.0485046965467656,0.0533160291244342,0.0598310110200086,0.05422522721797,0.0978303842619347,0.045317128252762,0.0445244690391396,0.0653838705492189,"sedentary"
"17","Tyrannus_melancholicus_melancholicus",0.0989606092900664,0.0486495844116768,0.0437316332073132,0.0573971637592112,0.043405233887958,0.0854070617525043,0.0317532325589204,0.0458845796083344,0.0745026552209784,"partial"
"18","Tyrannus_melancholicus_satrapa",0.124543554431699,0.0586795646225903,0.0572703384376232,0.0525423796653981,0.0478091316193776,0.0793108438514056,0.0374484564197696,0.0496514669567922,0.0561855437388531,"partial"
"19","Tyrannus_niveigularis",0.0783897558056457,0.0317292768172505,0.0652341845080457,0.0587137510289339,0.0445281934515913,0.0790734807910997,0.0335640305852212,0.0246773304104149,0.0545597538244733,"partial"
"20","Tyrannus_savana_circumdatus",NA,0.0508185223444717,0.0438200005092006,0.0506695834649726,0.0203974936243231,0.103481273664035,0.0405369661135314,0.122966028790293,0.068062954393634,"sedentary"
"21","Tyrannus_savana_monachus_CA",0.098222749508894,0.0416186126059399,0.0512070202815668,0.062700197564737,0.0407422093843329,0.083617971991023,0.0453018842894504,0.206954869769981,0.0510229783723582,"sedentary"
"22","Tyrannus_savana_monachus_SA",0.0678594069168024,0.055042101303526,0.0688583662650394,0.060551432649135,0.0324376463737426,0.0744199756217692,0.135972964565874,0.179292684866203,0.158962456375633,"sedentary"
"23","Tyrannus_savana_sanctaemartae",NA,0.0237213894284783,0.0304448111269255,0.0439503735786803,0.0230832967745391,0.096657845822695,0.0457217893928974,0.20377190471502,0.0557554552112604,"sedentary"
"24","Tyrannus_savana_savana",0.115868216173014,0.0446028469087988,0.074634736699154,0.0661153958338947,0.0573716804717462,0.103182844136511,0.0468544981096612,0.180957421149423,0.0650468119636603,"migratory"
"25","Tyrannus_tyrannus",0.127206403612724,0.0480576484579428,0.114808759067776,0.0578386512782887,0.0379381227605554,0.0686242570444709,0.0377962778630628,0.0496142852604459,0.0496606560883741,"migratory"
