"","X","Species","subspecies","Mig_Sed","HowAssignedMig_Sed","Specimen..","Measurer","Collection","Collection.Year","Collection.Month","Collection.Day","Country","State.province","County.District","Locality","Elevation","Latitude","Longitude","BL.Average","BW.Average","BD.Average","Tarsus.Average","Kipp.s.Average","WC.Average","Tail","Age","Sex","trinomial","tip.label"
"87",748,"Tyrannus_caudifasciatus","bahamensis","sedentary","taxonomy","189783","MM","Smithsonian tiol Museum of tural History","1903",7,20,"Bahamas","New Providence","New Providence District","","",25.75,-77.8333,19.365,9.275,7.005,21.865,26.85,106.345,82.49,"Adult","Male","Tyrannus caudifasciatus bahamensis","Tyrannus_caudifasciatus_bahamensis"
"88",749,"Tyrannus_caudifasciatus","bahamensis","sedentary","taxonomy","108550","MM","Smithsonian tiol Museum of tural History","1886",4,5,"Bahamas","Abaco","Marsh Harbour District","","",25.75,-77.8333,21.915,9.99,7.77,22.89,25.5,111.82,87.51,"Adult","Male","Tyrannus caudifasciatus bahamensis","Tyrannus_caudifasciatus_bahamensis"
"89",750,"Tyrannus_caudifasciatus","bahamensis","sedentary","taxonomy","189784","MM","Smithsonian tiol Museum of tural History","1903",6,19,"Bahamas","New Providence","New Providence District","","",25.75,-77.8333,19.66,9.5,7.465,22.45,27.275,108.985,87.36,"Adult","Male","Tyrannus caudifasciatus bahamensis","Tyrannus_caudifasciatus_bahamensis"
"90",751,"Tyrannus_caudifasciatus","bahamensis","sedentary","taxonomy","107727","MM","Smithsonian tiol Museum of tural History","1886",3,19,"Bahamas","New Providence","New Providence District","","",25.75,-77.8333,19.165,9.09,7.795,22.55,26.28,109,88.76,"Adult","Male","Tyrannus caudifasciatus bahamensis","Tyrannus_caudifasciatus_bahamensis"
"91",752,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","172614","MM","Smithsonian tiol Museum of tural History","1900",5,15,"Cuba","Pir Del Rio","","Cabas","",22,-79.5,18.175,8.2,NA,21,NA,NA,NA,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"92",753,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323600","MM","Smithsonian tiol Museum of tural History","1930",8,30,"Cuba","Oriente","","","",20.30816,-76.083,19.22,9.02,NA,22.245,NA,NA,NA,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"93",754,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323588","MM","Smithsonian tiol Museum of tural History","1930",9,6,"Cuba","Camaguey","","Playa Blanca","",21.0852,-76.0043,21.275,9.54,NA,23.065,NA,NA,NA,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"94",755,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","454009","MM","Smithsonian tiol Museum of tural History","1919",6,4,"Cuba","","","Guantamo","",20.14001,-75.2129,20.09,8.56,6.775,22.74,NA,NA,NA,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"95",756,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","454007","MM","Smithsonian tiol Museum of tural History","1917",7,14,"Cuba","","","Guantamo, Boca Di Jaibo","",20.03319,-75.2383,20.01,9.265,6.945,22.92,NA,NA,NA,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"96",757,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323589","MM","Smithsonian tiol Museum of tural History","1930",9,6,"Cuba","Camaguey","","12 Leguas, Cabezas Del Este","",22.47341,-83.8658,20.75,9.155,7.245,23.47,NA,NA,NA,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"97",758,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323591","MM","Smithsonian tiol Museum of tural History","1930",9,9,"Cuba","Camaguey","","12 Leguas, Cayo Grande","",20.71667,-75.5,20.07,9.08,7.275,23.015,NA,NA,NA,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"98",759,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323598","MM","Smithsonian tiol Museum of tural History","1930",8,16,"Cuba","Guantamo","","Guantamo, Cuzco Valley","",22.70306,-81.5517,20.71,8.99,7.72,23.14,NA,NA,NA,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"99",760,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323597","MM","Smithsonian tiol Museum of tural History","1930",8,16,"Cuba","Guantamo","","Guantamo, Cuzco Valley","",22.70306,-81.5517,20.06,8.83,7.275,21.5,NA,NA,NA,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"100",761,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","172615","MM","Smithsonian tiol Museum of tural History","1900",5,9,"Cuba","","","Mariel","",22.96515,-82.8032,19.47,9.115,7.97,22.71,NA,NA,NA,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"101",762,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323590","MM","Smithsonian tiol Museum of tural History","1930",9,7,"Cuba","Camaguey","","12 Leguas","",22,-78.55,21.375,9.67,7.015,23.89,NA,103.685,NA,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"102",763,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","396663","MM","Smithsonian tiol Museum of tural History","1949",2,2,"Cuba","Pir Del Rio","","Cayuco","",21.98333,-84.2181,19.15,8.985,7.51,23.245,25.135,108.465,NA,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"103",764,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","34489","MM","Smithsonian tiol Museum of tural History","",NA,NA,"Cuba","","","","",22,-79.5,19.075,9.26,7.13,22.015,21.59,103.78,NA,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"104",765,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","172616","MM","Smithsonian tiol Museum of tural History","1900",5,4,"Cuba","La Haba","","Guajay","",23.00301,-82.424,19.805,8.78,7.155,22.185,24.01,107.77,NA,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"105",766,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","172617","MM","Smithsonian tiol Museum of tural History","1900",5,6,"Cuba","Pir Del Rio","","Guajay","",23.00301,-82.424,19.165,9.445,7.295,22.075,23.65,107.465,NA,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"106",767,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","316254","MM","Smithsonian tiol Museum of tural History","1930",3,2,"Cuba","Holguin","","Port Tamo, 0.25 mi S of Boca De Tamo","",22.56303,-79.8667,19.875,NA,NA,23.525,22.475,104.525,80.66,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"107",768,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","395620","MM","Smithsonian tiol Museum of tural History","1948",2,25,"Cuba","Haba","","Madruga, 4 mi W","",22.92069,-81.8712,19.345,9.445,7.95,23.52,24.55,102.735,81.63,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"108",769,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","171400","MM","Smithsonian tiol Museum of tural History","1900",2,18,"Cuba","","","Pir Del Rio","",23.08333,-81.8,19.26,9.165,NA,23.35,22.89,104.295,84.78,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"109",770,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","177412","MM","Smithsonian tiol Museum of tural History","1901",12,4,"","","","","",22,-79.5,21.29,9.14,7.265,22.665,24.515,104.17,82.72,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"110",771,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","177841","MM","Smithsonian tiol Museum of tural History","1902",2,4,"Cuba","","","Baracoa","",23.01667,-82.55,18.405,8.725,7.22,23.715,27.49,107.985,86.88,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"111",772,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","396664","MM","Smithsonian tiol Museum of tural History","1949",2,1,"Cuba","Pir Del Rio","","Viles, S End of","",22,-79.5,20.375,9.21,7.8,23.2,24.5,106.425,85.02,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"112",773,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","395616","MM","Smithsonian tiol Museum of tural History","1948",3,17,"Cuba","Pir Del Rio","","Guajay, 5 mi W","",23.00299,-82.503,20.05,9.09,7.53,23.045,26.92,106.665,86.1,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"113",774,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","171405","MM","Smithsonian tiol Museum of tural History","1900",2,23,"Cuba","","","Pir Del Rio","",23.08333,-81.8,20.375,9.31,7.92,22.98,22.585,103.56,85.94,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"114",775,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","395621","MM","Smithsonian tiol Museum of tural History","1948",2,26,"Cuba","Matanzas","","Pericho, 5 mi W","",22.76866,-81.0175,18.345,9.105,6.955,22.63,23.25,104.255,84.67,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"115",776,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","310065","MM","Smithsonian tiol Museum of tural History","1930",11,21,"Cuba","","","Santiago","",22.58333,-81.1333,19.35,9.305,7.385,22.78,23.99,104.36,85.48,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"116",777,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","33071","MM","Smithsonian tiol Museum of tural History","",NA,NA,"Cuba","","","","",22,-79.5,18.385,9.385,7.495,22.93,21.14,103.59,86.23,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"117",778,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","316253","MM","Smithsonian tiol Museum of tural History","1930",2,21,"Cuba","","","Port Gibara, 4 mi E","",21.08845,-76.1246,20.355,8.985,NA,22.975,22.575,102.79,86.53,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"118",779,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","395613","MM","Smithsonian tiol Museum of tural History","1948",3,31,"Cuba","Pir Del Rio","","San Diego De Los Banos","",22.64667,-83.3697,20.285,8.545,7.16,22.645,29.525,107.59,85.49,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"119",780,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","454019","MM","Smithsonian tiol Museum of tural History","1912",5,1,"Cuba","","","Guantamo","",20.14001,-75.2129,18.84,8.97,7.235,22.625,26.67,105.545,86.1,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"120",781,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","177840","MM","Smithsonian tiol Museum of tural History","1902",1,27,"Cuba","Guantamo","","Baracoa","",23.01667,-82.55,NA,8.585,6.99,22.74,24.8,106.54,87.15,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"121",782,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","171406","MM","Smithsonian tiol Museum of tural History","1900",2,25,"Cuba","","","Pir Del Rio","",23.08333,-81.8,18.79,8.79,NA,22.92,28.12,109.105,88.71,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"122",783,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","454021","MM","Smithsonian tiol Museum of tural History","1912",5,1,"Cuba","","","Guantamo","",20.14001,-75.2129,20.615,8.365,7.14,22.975,25.085,105.91,88.98,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"123",784,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","454020","MM","Smithsonian tiol Museum of tural History","1912",2,1,"Cuba","","","Guantamo","",20.14001,-75.2129,19.415,9.01,7.285,22.15,22.77,104.305,85.93,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"124",785,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","454010","MM","Smithsonian tiol Museum of tural History","1913",1,11,"Cuba","","","Guantamo","",20.14001,-75.2129,19.95,8.88,7.035,22.4,24.12,103.54,87.43,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"125",786,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","171401","MM","Smithsonian tiol Museum of tural History","1900",2,21,"Cuba","","","Pir Del Rio","",23.08333,-81.8,20.015,8.995,7.32,22.705,26.605,107.7,88.69,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"126",787,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","454014","MM","Smithsonian tiol Museum of tural History","1912",4,29,"Cuba","","","Guantamo, San Carlos Estate","",21.75,-79.3833,18.82,8.32,6.81,22.375,25.415,106.045,87.45,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"127",788,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","454006","MM","Smithsonian tiol Museum of tural History","1910",7,NA,"Cuba","","","Guantamo","",20.14001,-75.2129,18.76,8.755,7.76,21.685,20.65,99.64,85.09,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"128",789,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","395617","MM","Smithsonian tiol Museum of tural History","1948",2,24,"Cuba","Pir Del Rio","","Guajay","",23.00301,-82.424,19.88,8.95,7.17,22.23,23.35,105.9,87.35,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"129",790,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","171402","MM","Smithsonian tiol Museum of tural History","1900",2,21,"Cuba","","","Pir Del Rio","",23.08333,-81.8,19.835,8.74,7.345,22.09,25.92,104.755,87.27,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"130",791,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","454008","MM","Smithsonian tiol Museum of tural History","1914",2,5,"Cuba","","","Guantamo","",20.14001,-75.2129,19.47,9.31,6.79,22.44,25.35,106.11,89.21,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"131",792,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","454005","MM","Smithsonian tiol Museum of tural History","1912",10,NA,"Cuba","","","Guantamo","",20.14001,-75.2129,19.035,7.93,6.975,21.715,22.485,103.715,88.66,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"132",793,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","454017","MM","Smithsonian tiol Museum of tural History","1912",2,3,"Cuba","","","Guantamo","",20.14001,-75.2129,19.61,8.86,7.06,22.215,23.06,104.06,91.77,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"133",794,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","454016","MM","Smithsonian tiol Museum of tural History","1912",4,15,"Cuba","","","Guantamo, San Carlos Estate","",21.75,-79.3833,18.47,8.47,6.935,20.95,23.665,103.62,88.33,"Adult","Male","Tyrannus caudifasciatus caudifasciatus","Tyrannus_caudifasciatus_caudifasciatus"
"134",795,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","323596","MM","Smithsonian tiol Museum of tural History","1930",9,11,"Cayman Islands","","","Cayman Brac","",19.7187,-79.8084,19.575,9.18,7.085,23.66,NA,NA,NA,"Adult","Male","Tyrannus caudifasciatus caymanensis","Tyrannus_caudifasciatus_caymanensis"
"135",796,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","323594","MM","Smithsonian tiol Museum of tural History","1930",9,15,"Cayman Islands","Grand Cayman","","","",19.32644,-81.2654,22.115,9.675,7.68,22.565,NA,NA,NA,"Adult","Male","Tyrannus caudifasciatus caymanensis","Tyrannus_caudifasciatus_caymanensis"
"136",797,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","121419","MM","Royal Ontario Museum","1974",4,24,"","","","","",19.32222,-81.209,NA,NA,NA,22.8,23.46,106.25,NA,"Adult","Male","Tyrannus caudifasciatus caymanensis","Tyrannus_caudifasciatus_caymanensis"
"137",798,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","316765","MM","Smithsonian tiol Museum of tural History","1929",4,17,"Cayman Islands","Grand Cayman","","","",19.32644,-81.2654,22.12,9.345,7.33,22.755,22.53,104.75,87.06,"Adult","Male","Tyrannus caudifasciatus caymanensis","Tyrannus_caudifasciatus_caymanensis"
"138",799,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","109409","MM","Royal Ontario Museum","1971",4,6,"","","","","",19.31403,-81.1888,21.58,9.33,7.295,22.57,20.965,103.045,86.43,"Adult","Male","Tyrannus caudifasciatus caymanensis","Tyrannus_caudifasciatus_caymanensis"
"139",800,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","323593","MM","Smithsonian tiol Museum of tural History","1930",9,15,"Cayman Islands","Grand Cayman","","","",19.32644,-81.2654,21.37,9.745,7.305,23.705,23.69,103.62,91.91,"Adult","Male","Tyrannus caudifasciatus caymanensis","Tyrannus_caudifasciatus_caymanensis"
"140",801,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","121438","MM","Royal Ontario Museum","1974",4,25,"","","","","",19.31528,-81.1833,NA,NA,NA,21.93,18.17,100.05,86.62,"Adult","Male","Tyrannus caudifasciatus caymanensis","Tyrannus_caudifasciatus_caymanensis"
"141",802,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","316764","MM","Smithsonian tiol Museum of tural History","1929",4,17,"Cayman Islands","Grand Cayman","","","",19.32644,-81.2654,21.58,NA,NA,21.765,22.21,102.595,86.16,"Adult","Male","Tyrannus caudifasciatus caymanensis","Tyrannus_caudifasciatus_caymanensis"
"142",803,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","316767","MM","Smithsonian tiol Museum of tural History","1929",4,17,"Cayman Islands","Grand Cayman","","","",19.32644,-81.2654,22.63,9.545,7.5,22.875,24.355,108.665,94.33,"Adult","Male","Tyrannus caudifasciatus caymanensis","Tyrannus_caudifasciatus_caymanensis"
"143",804,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","316763","MM","Smithsonian tiol Museum of tural History","1929",4,17,"Cayman Islands","Grand Cayman","","","",19.32644,-81.2654,22.845,9.39,7.77,22.01,21.47,104.11,90.86,"Adult","Male","Tyrannus caudifasciatus caymanensis","Tyrannus_caudifasciatus_caymanensis"
